"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.581901000E0,4.232541549E0,-1.129979687E0,6.534286880E-1
5.601820000E0,2.132354126E0,-3.960898036E-1,-6.174402452E-1
5.621740000E0,-1.732902612E0,-3.470297347E0,-3.166443058E-1
5.641659000E0,-4.636776524E0,-5.711665499E0,1.542531742E0
5.661578000E0,-3.973170172E0,-4.720196410E0,1.715622189E0
5.681498000E0,-4.300042391E0,-8.484321606E-1,5.861587378E-1
5.701417000E0,-4.471429544E0,2.747548163E-1,2.735970676E-1
5.721336000E0,-5.187415838E0,-1.143689069E0,1.556711240E0
5.741256000E0,-3.945716325E0,-9.291681755E-1,2.509221500E0
5.761175000E0,-2.046703234E0,-7.638399071E-1,1.905677894E0
5.781094000E0,1.043447328E-1,-1.327620839E0,4.313827202E-2
5.801014000E0,1.707576859E0,-1.576337419E0,-1.563822477E0
5.820933000E0,2.923090348E0,4.540187538E-2,-1.989985242E0
5.840852375E0,2.543801056E0,2.099028212E0,-1.017528082E0
5.860772375E0,1.141276508E0,2.969483326E0,-6.146096081E-2
5.880691375E0,6.283242524E-2,3.045326391E0,4.851689181E-1
5.900610375E0,-7.357706407E-1,2.901320579E0,1.009782861E0
5.920530375E0,-1.204563262E0,2.384384031E0,1.093362376E0
5.940449375E0,-1.665182645E0,1.219243866E0,1.063373177E0
5.960369375E0,-2.356323535E0,1.427410591E-1,1.224457244E0
5.980288375E0,-2.850933075E0,3.902455115E-1,1.610990066E0
6.000207375E0,-2.973027323E0,1.782402654E0,2.397492319E0
6.020127375E0,-2.689731187E0,3.385716788E0,2.190645603E0
6.040046375E0,-2.099057449E0,4.541969184E0,1.004106091E0
6.059965375E0,-7.995821822E-1,4.635767294E0,-3.359962142E-1
6.079885375E0,8.087313205E-1,3.203159114E0,-2.547775701E0
6.099804375E0,3.743396816E0,-1.580322881E0,-3.912747384E0
6.119723375E0,8.229678288E0,-7.946498803E0,1.893250953E-1
6.139643375E0,3.625361997E0,-6.702241133E0,-5.582827950E-1
6.159562375E0,1.724738583E0,-1.878629698E0,-3.838885356E0
6.179481375E0,1.178809201E0,1.454918232E0,-4.617075500E0
6.199401375E0,1.156322856E0,1.569299126E0,-3.068831905E0
6.219320375E0,5.694744827E0,-6.544891391E0,3.460920167E-1
6.239239375E0,4.953692104E0,-1.132132398E1,6.349238877E0
6.259159375E0,-4.438069717E0,-5.571044641E0,4.840261675E0
6.279078375E0,-7.935885522E0,2.979683209E0,-6.263734750E-1
6.298997375E0,-6.847887674E0,2.880085831E0,-1.629467267E0
6.318917375E0,-6.483934168E0,1.917413694E0,1.728689985E0
6.338836375E0,-3.702381814E0,8.545056635E-1,1.134546947E0
6.358755375E0,-2.284184974E0,-2.115271193E-1,2.484482223E0
6.378675375E0,-2.197097860E0,-2.272097610E0,5.509034919E0
6.398594375E0,-3.194834725E0,-2.714835330E0,4.323639414E0
6.418513375E0,-4.116057996E0,5.107712442E-1,1.411976280E0
6.438433375E0,3.538970263E-1,2.752753939E0,-4.481528270E-1
6.458352375E0,2.670629795E0,1.756736886E0,-1.291541179E0
6.478271375E0,3.852677184E0,4.533135796E-1,-1.049080535E0
6.498191375E0,2.545242103E0,2.258236785E0,-1.268045897E0
6.518110375E0,6.219088335E-1,3.714588169E0,-9.418611650E-1
6.538029375E0,-2.924362848E-1,2.672686846E0,1.293215968E0
6.557949375E0,-1.086281910E0,-2.306217867E-1,3.082960825E0
