"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.911288500E0,-1.224507242E-1,-1.413838744E0,3.053824902E-1
5.931207499E0,-1.772073507E-1,-9.437668324E-1,6.648647189E-1
5.951126500E0,-1.205319837E-1,-4.833440483E-1,1.035086513E0
5.971045500E0,-3.142354190E-1,-3.056193292E-1,1.601510763E0
5.990963500E0,-4.777439237E-1,-5.662677288E-1,1.997029901E0
6.010882500E0,-4.514302015E-1,-9.565498829E-1,1.743438363E0
6.030801500E0,1.563135162E-2,-1.081181526E0,8.664785028E-1
6.050720500E0,3.745769262E-1,-1.138399839E0,2.191794217E-1
6.070639499E0,1.936632991E-1,-1.566140056E0,4.368630052E-1
6.090557500E0,-2.382886708E-1,-2.094596386E0,7.218403816E-1
6.110476499E0,-1.114169359E0,-1.826509476E0,3.975179493E-1
6.130395500E0,-1.866567969E0,-1.433608055E0,3.459445536E-1
6.150314500E0,-1.623445272E0,-1.250806808E0,2.431363761E-1
6.170233500E0,-1.322628021E0,-6.540995836E-1,2.359365374E-1
6.190151500E0,-1.028866768E0,1.806649417E-1,1.880906709E-2
6.210070500E0,-6.080683470E-1,1.166723013E0,-2.432236075E-1
6.229989500E0,-4.793428481E-1,1.239908218E0,-7.485443950E-1
6.249908499E0,-5.152805448E-1,2.322233677E0,-2.582723498E-1
6.269827500E0,-1.280140877E0,-1.257296085E0,9.030472636E-1
6.289745500E0,-1.350598097E0,-1.110128760E0,6.004018188E-1
6.309664499E0,-1.697588563E-1,-1.157307267E0,7.508884072E-1
6.329583500E0,6.388020515E-1,-4.225675464E-1,5.207043290E-1
6.349502500E0,1.100297928E0,-8.761194348E-1,2.194824517E-1
6.369421500E0,1.273248196E0,-7.791517377E-1,1.907000542E-1
6.389339500E0,1.021237731E0,6.592395902E-2,-3.867954761E-2
6.409258500E0,5.492923260E-1,3.137063384E-1,-5.241743326E-1
6.429177500E0,1.547005475E-1,-2.358850986E-1,-3.318967819E-1
6.449096499E0,-2.020180523E-1,-7.241955996E-1,6.254293770E-2
6.469015500E0,-3.928689957E-1,-4.168020785E-1,2.424479090E-2
6.488933499E0,-6.176298857E-1,1.169953272E-1,-1.776069775E-2
6.508852500E0,-7.634975910E-1,4.366425276E-1,-3.443912566E-1
6.528771500E0,-8.407726288E-1,1.770262122E-1,-3.880527318E-1
6.548690500E0,-1.786120892E0,-9.191419482E-1,2.781020999E-1
6.568609500E0,-1.155726433E0,-9.536210895E-1,-4.147373140E-2
6.588527500E0,-6.247208118E-1,2.112658322E-2,-8.968389034E-2
6.608446500E0,-9.095703959E-1,1.528398395E-1,-5.832596123E-2
6.628365499E0,-7.473570704E-1,-1.015826464E0,2.612251341E-1
6.648284500E0,-3.698230535E-2,5.635870695E-1,1.589376628E-1
6.668203500E0,7.354656458E-1,9.265060425E-1,3.811023235E-1
6.688121499E0,6.687683463E-1,4.515630379E-2,4.210715592E-1
6.708040500E0,5.299379230E-1,-5.812085271E-1,4.628144205E-1
6.727959500E0,6.057757139E-1,-8.768623471E-1,-5.757863447E-2
6.747878500E0,3.745965958E-1,-2.855523229E-1,-6.174854040E-1
6.767797499E0,-9.666725397E-1,-7.646554112E-1,-1.986654848E-1
6.787715500E0,-5.346450806E-1,-7.584660053E-1,1.787446290E-1
6.807634500E0,-1.774437577E-1,-9.313338995E-1,4.131377637E-1
6.827553499E0,4.495556951E-1,-4.994676709E-1,7.749620080E-1
6.847472500E0,1.314715266E0,-1.727365144E-2,1.416549683E0
6.867391250E0,1.813049436E0,7.283700109E-1,1.592174292E0
6.887309249E0,2.035234213E0,1.751874447E0,2.065172672E0
6.907228250E0,8.346962333E-1,5.365532637E-1,1.405510783E0
6.927147250E0,2.264936417E-1,-1.437391639E0,1.210786462E0
